Date,ARNN,BSTS,ARFIMA,ARIMA,,
4/30/2023,196.9710525,183.4405,189.411187,196.6270198,,
5/31/2023,183.3861152,180.918,186.1808857,192.606698,,
6/30/2023,181.920032,179.2983,184.5877005,188.805087,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
