time,cpu_index
423,244.7568119992364
424,416.7914429134422
425,345.99157945623875
426,315.41385658834565
427,388.18988669865695
428,471.1614330388747
429,331.9259017427355
430,461.8580993420512
431,434.3777416569863
432,505.52279102094934
433,441.59001444685146
434,491.9935116888151
