"Date","ARNN","BSTS"
2023-01-31,164.557185888172,160.847765300164
2023-02-28,158.225398209538,162.78740423077
2023-03-31,157.681664673023,164.439033619487
2023-04-30,152.152249762358,164.272037113399
2023-05-31,146.81382999507,163.538978171015
2023-06-30,153.07858674904,163.192472357597
