,GCPU(PPP-adjusted GDP)
270,173.55061134873276
271,146.8932064636765
272,158.15251774085797
273,120.69856917182028
274,148.39784595497483
275,154.57394831457944
276,174.74683127408125
277,132.77184897941305
278,131.14132426449146
279,138.65234391028795
280,171.4446288795771
281,164.92498791697602
