,GCPU(PPP-adjusted GDP)
270,190.04500655899983
271,174.43596305648396
272,196.3749416253892
273,177.66362425227896
274,206.55020225435877
275,220.59104753810956
276,250.7181594232764
277,202.9219582573716
278,188.15986799127694
279,220.45983129882606
280,247.70320034317368
281,237.3511921672073
