,GCPU(PPP-adjusted GDP)
270,255.29737456865547
271,296.7276515451949
272,250.01533099358454
273,300.8390095828977
274,325.3349026494885
275,381.69283164054457
276,302.5465302206309
277,314.53683381386116
278,260.80840407519196
279,326.38846046590743
280,329.5148737341217
281,344.74294522547075
