,GCPU(PPP-adjusted GDP)
270,204.10691263245795
271,220.4407717701375
272,213.17503547277
273,256.92457789502726
274,252.3559515251684
275,299.9916327712447
276,269.2954312726925
277,262.93729060826337
278,219.48026854549462
279,237.58006319358176
280,235.2824546226189
281,241.2781920784127
