,GCPU(PPP-adjusted GDP)
270,210.03415915109105
271,193.05444275203376
272,210.78485431641664
273,249.23597505243742
274,239.14126123450006
275,296.7026213870313
276,251.97539535732565
277,218.56820674181313
278,209.6195051910312
279,235.21977729073114
280,244.3530344486005
281,256.8416675637906
