,GCPU(PPP-adjusted GDP)
270,265.2959006262828
271,264.6341678747143
272,239.38575725161576
273,268.2468602701549
274,278.47833723907854
275,358.4607865656953
276,289.2651953619374
277,290.97245127382433
278,257.369237420329
279,276.06959230001263
280,276.94733134136504
281,353.1545502378693
