,GCPU(PPP-adjusted GDP)
270,195.56595603328475
271,135.5273055186362
272,161.09857604471014
273,165.28796604837538
274,208.4374603268781
275,270.1637549964976
276,293.18596450059243
277,215.87676102806978
278,256.6210687441935
279,255.26339407815402
280,282.598804280541
281,284.3087583765239
