,GCPU(PPP-adjusted GDP)
270,193.70975956732426
271,182.68609995601616
272,215.2204802039075
273,181.4719780414831
274,213.35491987534792
275,258.35305754705246
276,272.40908670266083
277,220.0808008931622
278,236.86010594917536
279,270.9684395708168
280,264.7627296646953
281,278.3762670155257
