"Date","ARFIMA","ARIMA","ARNN","BSTS"
2021-07-31,2.10773832403379,1.5993185360237,2.43081218750498,2.02106096295761
2021-08-31,2.03144568607806,2.09747253232747,1.96341827778613,2.0696545222723
2021-09-30,1.98529765232711,1.66541633816369,1.58602343433078,2.00300409275867
2021-10-31,1.95545230005935,1.6703812311916,2.3599508198331,2.17923314063171
2021-11-30,1.93313794976715,2.2337485730449,2.46301849150492,2.0119028776189
2021-12-31,1.91501629366987,2.61970063522663,2.35406991154948,2.31446450157763
2022-01-31,1.89957085672179,2.41812637790987,2.60058824687081,2.17242072797014
2022-02-28,1.88600576674539,1.79343683902992,2.06540776722288,1.85290958314544
2022-03-31,1.87385417641043,1.73937271559837,1.88869870227258,1.62614210630654
2022-04-30,1.86281759897183,1.43130273968237,1.72557268079157,1.63458758265732
2022-05-31,1.8526919399347,1.64903144290136,2.34996004165841,1.69312837938265
2022-06-30,1.84333010875918,1.41742822615063,1.77103292390514,2.06169340434349
2022-07-31,1.83462160582292,0.295049861264717,0.662984965993063,1.69918783616572
2022-08-31,1.82648063399143,0.690710191890128,1.58796454861958,1.84745400091653
2022-09-30,1.81883878590364,0.81592454885869,1.23192470622167,1.74033527387322
2022-10-31,1.81164033127072,0.732138129870634,1.05137693682218,1.92490478005324
2022-11-30,1.80483905602521,0.922403158952577,0.600905167771487,1.84619008348636
2022-12-31,1.79839606819548,1.58406613588658,1.47477510310639,2.23031796623443
2023-01-31,1.79227822896228,1.69535386921995,2.11476904657492,2.15958678290593
2023-02-28,1.78645700152869,2.06247273173835,1.77445952930813,1.94687338116441
2023-03-31,1.78090758742321,2.51525113623686,2.45410947739802,1.76024717762625
2023-04-30,1.77560826566937,2.1713277802603,2.22896542096431,1.8331883928684
2023-05-31,1.77053987842328,3.11747364420494,2.23125981814252,1.87943148331899
2023-06-30,1.76568542451568,2.99728812221748,2.59873050955202,2.21573193201331
